ZN=F,ZN=F,ZN=F,ZN=F,ZN=F,ZN=F
Open,High,Low,Close,Adj Close,Volume
138.34375,138.71875,138.34375,138.640625,138.640625,1168035
138.625,138.90625,138.578125,138.84375,138.84375,968531
138.890625,139.09375,138.765625,138.796875,138.796875,1529111
138.8125,138.890625,138.359375,138.40625,138.40625,1974950
138.46875,138.609375,138.109375,138.21875,138.21875,2401470
138.171875,138.484375,138.140625,138.296875,138.296875,1439099
138.3125,138.34375,137.953125,138.09375,138.09375,1270460
137.953125,139.03125,137.640625,138.984375,138.984375,2883115
138.96875,139.265625,138.765625,138.875,138.875,1657504
138.96875,139.03125,138.390625,138.546875,138.546875,1489220
138.5,138.765625,137.40625,137.578125,137.578125,2778418
137.8125,137.921875,137.421875,137.4375,137.4375,2068812
137.5,137.671875,137.25,137.609375,137.609375,553673
137.625,138.234375,137.609375,138.15625,138.15625,1742283
138.203125,138.328125,138.046875,138.109375,138.109375,993902
138.078125,138.25,137.84375,138.03125,138.03125,1254900
138.03125,138.359375,137.953125,138.296875,138.296875,1329088
138.359375,138.515625,138.078125,138.1875,138.1875,1486514
138.21875,138.515625,138.21875,138.359375,138.359375,1522705
138.515625,138.625,138.375,138.5,138.5,1541844
138.53125,138.546875,138.265625,138.3125,138.3125,2573621
138.328125,138.375,138.171875,138.25,138.25,3331076
138.25,138.46875,138.125,138.265625,138.265625,1841962
138.25,138.546875,138.234375,138.546875,138.546875,447966
138.53125,138.625,138.421875,138.53125,138.53125,117387
138.53125,138.59375,137.828125,137.84375,137.84375,79789
137.984375,138.046875,137.703125,137.84375,137.84375,53778
137.953125,138.203125,137.859375,138.078125,138.078125,24033
138.140625,138.203125,137.6875,137.8125,137.8125,11150
137.8125,138.171875,137.796875,138.140625,138.140625,9950
138.1875,138.390625,138.078125,138.21875,138.21875,8635
138.125,138.15625,137.953125,138.046875,138.046875,3736
138.125,138.3125,138.09375,138.3125,138.3125,4238
138.296875,138.59375,138.28125,138.5,138.5,2020
138.359375,138.515625,138.171875,138.5,138.5,9401
138.484375,138.578125,138.265625,138.296875,138.296875,7781
138.421875,138.421875,138.109375,138.328125,138.328125,1538
138.296875,138.53125,138.203125,138.296875,138.296875,1971
138.359375,138.390625,138.1875,138.203125,138.203125,4874
138.65625,138.703125,138.328125,138.40625,138.40625,1279412
137.796875,138.0,137.765625,137.984375,137.984375,795131
137.984375,138.09375,137.625,137.765625,137.765625,1094067
137.796875,137.9375,137.734375,137.875,137.875,256470
137.921875,137.984375,137.671875,137.921875,137.921875,610234
137.96875,137.96875,137.796875,137.921875,137.921875,775267
137.890625,137.984375,137.75,137.96875,137.96875,741740
137.96875,138.109375,137.890625,138.078125,138.078125,852085
137.96875,138.171875,137.8125,138.125,138.125,1324874
138.15625,138.15625,137.78125,137.84375,137.84375,1316963
137.828125,137.921875,137.09375,137.203125,137.203125,2672939
137.234375,137.296875,136.84375,136.953125,136.953125,1719014
136.875,136.921875,136.515625,136.65625,136.65625,2385260
136.5625,136.75,136.296875,136.421875,136.421875,1552850
136.3125,136.453125,136.03125,136.390625,136.390625,2097810
136.421875,136.859375,136.375,136.765625,136.765625,1877583
136.796875,136.875,136.5,136.5625,136.5625,1704013
136.53125,136.953125,136.515625,136.859375,136.859375,1385980
136.921875,136.984375,136.65625,136.9375,136.9375,1497258
136.953125,137.0625,136.796875,136.96875,136.96875,1255751
137.0,137.0625,136.734375,136.890625,136.890625,1359281
136.875,137.078125,136.8125,137.03125,137.03125,1289159
137.03125,137.453125,136.9375,137.375,137.375,1404902
137.421875,137.453125,137.265625,137.375,137.375,1121552
137.375,137.640625,137.28125,137.53125,137.53125,1667733
137.5,137.59375,137.125,137.25,137.25,2184019
137.265625,137.328125,136.890625,137.03125,137.03125,2708254
137.171875,137.296875,137.0625,137.1875,137.1875,1192644
137.15625,137.21875,136.875,136.9375,136.9375,1221784
137.015625,137.015625,136.71875,136.796875,136.796875,1400220
136.734375,136.84375,136.59375,136.796875,136.796875,1424723
136.765625,136.921875,136.5,136.6875,136.6875,2306009
136.671875,136.78125,136.453125,136.6875,136.6875,1342801
136.625,136.8125,136.609375,136.71875,136.71875,1232418
136.703125,136.984375,136.578125,136.921875,136.921875,1584234
136.984375,137.0625,136.796875,136.859375,136.859375,1368706
136.8125,136.9375,136.46875,136.546875,136.546875,1558315
136.453125,136.46875,135.640625,135.78125,135.78125,3257558
135.65625,135.953125,135.46875,135.75,135.75,3256049
135.953125,136.0625,135.625,135.859375,135.859375,2072926
135.828125,135.890625,135.328125,135.453125,135.453125,2898170
135.421875,135.59375,135.03125,135.328125,135.328125,3751139
135.34375,135.5625,135.203125,135.421875,135.421875,4343895
135.546875,135.71875,134.859375,135.15625,135.15625,3620025
135.234375,135.28125,133.078125,133.671875,133.671875,2008086
133.703125,134.390625,133.328125,133.796875,133.796875,190738
134.265625,134.578125,134.09375,134.28125,134.28125,34642
134.421875,134.84375,134.265625,134.640625,134.640625,19829
134.734375,134.734375,133.953125,134.140625,134.140625,13338
134.0625,134.28125,133.484375,133.5,133.5,19162
133.4375,133.625,132.875,133.453125,133.453125,9767
133.140625,133.21875,132.9375,132.984375,132.984375,16804
132.96875,133.484375,132.96875,133.40625,133.40625,2399
133.484375,133.71875,133.296875,133.625,133.625,3636
133.578125,134.09375,133.515625,133.71875,133.71875,14660
133.609375,133.609375,132.890625,132.90625,132.90625,9884
133.109375,133.15625,132.890625,133.078125,133.078125,4168
133.1875,133.296875,133.015625,133.078125,133.078125,2019
133.015625,133.234375,132.65625,133.234375,133.234375,5391
133.140625,133.140625,132.234375,132.4375,132.4375,1718
132.53125,132.796875,132.3125,132.359375,132.359375,10739
132.625,132.78125,132.625,132.75,132.75,1302317
131.484375,132.09375,131.4375,131.921875,131.921875,1562826
132.015625,132.28125,131.8125,132.09375,132.09375,1694888
132.125,132.296875,131.890625,132.140625,132.140625,2049220
131.953125,132.125,131.625,131.765625,131.765625,1486510
131.640625,131.984375,131.296875,131.359375,131.359375,1450487
131.390625,131.421875,130.8125,131.1875,131.1875,1894739
131.296875,131.296875,130.90625,130.9375,130.9375,2350602
130.984375,131.546875,130.90625,131.421875,131.421875,1587843
130.953125,131.265625,130.796875,131.109375,131.109375,919100
131.28125,131.734375,131.109375,131.6875,131.6875,1385977
131.671875,131.953125,131.578125,131.828125,131.828125,1409520
131.65625,132.09375,131.65625,132.0,132.0,1171916
132.046875,132.078125,131.46875,131.734375,131.734375,1570458
131.734375,131.890625,131.53125,131.625,131.625,1179342
131.703125,132.125,131.375,132.078125,132.078125,1747605
132.109375,132.1875,131.78125,131.921875,131.921875,1339839
131.90625,132.6875,131.828125,132.65625,132.65625,2236329
132.390625,132.546875,132.1875,132.375,132.375,1487904
132.34375,132.5625,132.046875,132.234375,132.234375,1211489
132.203125,132.609375,131.984375,132.5625,132.5625,1414513
132.578125,132.640625,132.359375,132.53125,132.53125,1264344
132.53125,132.765625,132.28125,132.546875,132.546875,1465180
132.640625,132.734375,132.3125,132.4375,132.4375,1165827
132.390625,132.5,132.15625,132.375,132.375,1351777
132.359375,132.390625,131.953125,132.03125,132.03125,1418589
132.015625,132.203125,131.71875,132.09375,132.09375,1705772
132.171875,132.171875,131.578125,131.984375,131.984375,1634108
131.96875,132.140625,131.8125,132.03125,132.03125,2003114
132.046875,132.5,131.828125,132.328125,132.328125,1540326
132.328125,132.734375,132.15625,132.421875,132.421875,1989203
132.421875,132.671875,132.171875,132.546875,132.546875,1454032
132.625,132.75,132.515625,132.671875,132.671875,1366666
132.578125,133.515625,132.546875,132.75,132.75,2831157
132.703125,132.953125,132.5625,132.609375,132.609375,1410630
132.609375,132.734375,132.390625,132.453125,132.453125,1574618
132.453125,132.5625,131.875,131.921875,131.921875,2488669
131.921875,132.3125,131.84375,132.1875,132.1875,1901751
132.21875,132.53125,132.1875,132.40625,132.40625,1608810
132.421875,132.671875,132.25,132.34375,132.34375,1189252
132.25,132.453125,132.234375,132.390625,132.390625,998216
132.390625,132.578125,131.9375,132.03125,132.03125,2044316
132.09375,132.53125,132.03125,132.484375,132.484375,1619543
132.5,132.625,132.375,132.4375,132.4375,1695356
132.53125,132.6875,132.46875,132.625,132.625,2367110
132.625,133.046875,132.59375,132.96875,132.96875,4052084
132.984375,133.0625,132.828125,132.90625,132.90625,2845547
132.84375,132.9375,132.5625,132.6875,132.6875,985340
132.6875,132.96875,132.5625,132.859375,132.859375,180702
132.734375,132.8125,132.5625,132.734375,132.734375,47305
132.71875,132.921875,132.671875,132.859375,132.859375,13754
132.859375,132.890625,132.515625,132.53125,132.53125,13060
132.546875,133.140625,132.5,133.125,133.125,16682
133.09375,133.09375,132.953125,133.03125,133.03125,4593
133.0625,133.453125,133.0625,133.359375,133.359375,11241
133.296875,133.78125,133.296875,133.640625,133.640625,20352
133.671875,133.984375,133.25,133.796875,133.796875,9921
133.9375,134.0625,133.65625,133.703125,133.703125,16823
133.765625,133.796875,133.375,133.421875,133.421875,8431
133.46875,133.59375,133.375,133.4375,133.4375,3563
133.46875,133.546875,132.53125,132.703125,132.703125,5328
132.5625,133.046875,132.484375,132.90625,132.90625,8405
132.84375,133.25,132.6875,133.15625,133.15625,3522
133.359375,133.546875,132.609375,133.0625,133.0625,1942226
132.171875,132.4375,132.015625,132.359375,132.359375,1384211
132.390625,132.46875,132.109375,132.1875,132.1875,1303395
132.15625,132.28125,132.03125,132.171875,132.171875,1224046
132.109375,132.265625,131.765625,131.859375,131.859375,1252104
131.921875,132.328125,131.890625,132.265625,132.265625,966673
132.25,132.296875,132.015625,132.265625,132.265625,1042488
132.28125,132.5625,132.1875,132.5,132.5,1715181
132.3125,132.46875,132.1875,132.265625,132.265625,1124574
132.375,132.796875,132.234375,132.671875,132.671875,1303525
132.75,133.390625,132.578125,133.21875,133.21875,1946423
133.34375,133.703125,133.203125,133.546875,133.546875,1846518
133.578125,134.09375,133.515625,133.890625,133.890625,1926487
133.796875,133.8125,133.375,133.421875,133.421875,1208316
133.390625,133.640625,133.265625,133.40625,133.40625,1349716
133.40625,133.5625,132.96875,132.984375,132.984375,2021905
132.96875,133.53125,132.9375,133.453125,133.453125,1469059
133.5,133.875,133.4375,133.796875,133.796875,1503254
133.78125,133.84375,133.453125,133.78125,133.78125,1061127
133.84375,134.796875,133.8125,134.6875,134.6875,2253335
134.59375,135.21875,134.4375,134.671875,134.671875,2194456
134.53125,134.828125,133.984375,134.109375,134.109375,1909685
134.046875,134.46875,133.859375,134.25,134.25,1449036
134.125,134.21875,133.9375,134.140625,134.140625,916473
134.1875,134.59375,134.0625,134.203125,134.203125,1068621
134.109375,134.5625,134.09375,134.46875,134.46875,1204331
134.390625,134.5625,134.078125,134.265625,134.265625,1555292
134.453125,134.5,134.09375,134.21875,134.21875,1386720
134.1875,134.59375,134.1875,134.453125,134.453125,1753454
134.53125,135.15625,134.453125,135.0,135.0,1379439
134.90625,135.1875,134.78125,135.0,135.0,1081659
134.984375,135.4375,134.625,134.828125,134.828125,1722812
134.828125,134.90625,134.390625,134.5,134.5,1272560
134.421875,134.46875,133.890625,134.0,134.0,1603639
133.90625,134.203125,133.65625,133.78125,133.78125,1178694
133.703125,133.859375,133.46875,133.546875,133.546875,1281304
133.515625,133.90625,133.296875,133.578125,133.578125,1724961
133.59375,133.78125,133.40625,133.453125,133.453125,956949
133.515625,134.09375,133.46875,133.953125,133.953125,967146
134.078125,134.5625,134.0625,134.328125,134.328125,1375814
134.234375,134.609375,134.15625,134.265625,134.265625,1409107
134.21875,134.3125,133.90625,134.140625,134.140625,1371502
134.21875,134.53125,134.171875,134.328125,134.328125,1408900
134.296875,134.4375,134.0625,134.125,134.125,1095887
134.140625,134.265625,133.9375,134.21875,134.21875,1225950
134.203125,134.234375,133.921875,133.984375,133.984375,1883385
133.9375,134.046875,133.546875,133.625,133.625,3159904
133.609375,133.6875,133.375,133.59375,133.59375,3102536
133.515625,133.96875,133.421875,133.890625,133.890625,2464215
133.90625,134.1875,133.859375,134.125,134.125,672062
134.140625,134.28125,133.96875,134.046875,134.046875,153595
134.0,134.234375,133.84375,134.046875,134.046875,80892
134.0625,134.21875,134.0625,134.125,134.125,25878
134.1875,134.484375,133.875,134.0,134.0,26714
133.96875,133.96875,133.53125,133.625,133.625,17570
133.609375,133.90625,133.609375,133.859375,133.859375,8229
133.875,134.1875,133.765625,134.09375,134.09375,11052
134.046875,134.09375,133.703125,133.765625,133.765625,11379
133.796875,133.984375,133.71875,133.921875,133.921875,7019
133.90625,134.3125,133.734375,134.203125,134.203125,9751
134.140625,134.21875,133.890625,134.0,134.0,5617
133.984375,134.046875,133.5625,133.703125,133.703125,6352
133.6875,133.71875,133.28125,133.40625,133.40625,7172
133.375,133.90625,133.375,133.84375,133.84375,2727
133.859375,133.96875,133.640625,133.859375,133.859375,1259839
133.171875,133.390625,132.921875,132.984375,132.984375,1694167
133.1875,133.1875,132.15625,132.375,132.375,2148141
132.203125,132.453125,131.96875,132.015625,132.015625,1813289
132.078125,132.171875,131.609375,131.796875,131.796875,1856758
131.75,131.84375,131.21875,131.46875,131.46875,2477404
131.4375,131.796875,131.3125,131.46875,131.46875,2067859
131.65625,131.953125,131.34375,131.609375,131.609375,2058886
131.890625,132.21875,131.75,132.171875,132.171875,2027570
132.1875,132.265625,131.859375,132.078125,132.078125,1471686
132.078125,132.109375,131.640625,131.734375,131.734375,1485058
131.734375,131.84375,131.40625,131.71875,131.71875,1715889
131.71875,131.78125,131.3125,131.390625,131.390625,1404808
131.34375,131.578125,131.03125,131.140625,131.140625,2286634
131.03125,131.046875,130.796875,130.84375,130.84375,527137
130.84375,131.234375,130.796875,131.140625,131.140625,1701981
131.109375,131.484375,130.796875,131.21875,131.21875,2329391
131.3125,131.609375,131.1875,131.5,131.5,1591700
131.515625,131.53125,130.90625,130.96875,130.96875,1579499
130.90625,130.9375,130.4375,130.765625,130.765625,2074254
130.640625,130.96875,130.453125,130.5625,130.5625,1437829
130.515625,130.75,130.25,130.640625,130.640625,1709628
130.4375,130.578125,129.96875,130.1875,130.1875,1769979
130.0,130.5,129.984375,130.34375,130.34375,1938170
130.484375,130.6875,130.25,130.5625,130.5625,1252112
130.59375,130.703125,130.359375,130.609375,130.609375,1273679
130.640625,131.21875,130.4375,131.171875,131.171875,2427913
130.984375,131.078125,130.609375,130.75,130.75,2495837
130.6875,130.875,130.234375,130.703125,130.703125,2686126
130.640625,130.796875,130.390625,130.65625,130.65625,1479047
130.734375,131.140625,130.640625,130.96875,130.96875,1502792
130.921875,131.171875,130.484375,130.765625,130.765625,1821995
130.59375,131.4375,130.5625,131.3125,131.3125,1713598
131.21875,131.953125,131.046875,131.828125,131.828125,2046414
131.71875,131.796875,131.25,131.296875,131.296875,1179373
131.34375,131.921875,131.328125,131.84375,131.84375,1633463
131.75,131.78125,130.5625,130.734375,130.734375,2295387
130.734375,130.8125,130.28125,130.328125,130.328125,525839
130.359375,130.8125,130.3125,130.53125,130.53125,1363018
130.625,130.859375,130.234375,130.296875,130.296875,1183106
130.3125,130.53125,130.09375,130.171875,130.171875,1407795
130.15625,130.59375,130.046875,130.453125,130.453125,1289899
130.515625,130.671875,130.359375,130.578125,130.578125,1363815
130.578125,131.25,130.421875,130.875,130.875,2136578
130.75,130.75,129.90625,130.0,130.0,3135163
129.96875,130.0625,129.59375,129.78125,129.78125,3340651
129.765625,130.109375,129.5,129.828125,129.828125,3184097
129.84375,131.328125,129.75,131.171875,131.171875,2089384
130.96875,131.328125,130.640625,131.046875,131.046875,908346
131.296875,132.046875,131.03125,131.546875,131.546875,231969
131.46875,131.84375,130.953125,131.640625,131.640625,55985
131.734375,131.78125,131.1875,131.3125,131.3125,30328
131.46875,132.265625,131.140625,132.125,132.125,21444
131.921875,131.921875,131.3125,131.34375,131.34375,10647
131.4375,131.453125,131.0,131.03125,131.03125,7628
131.1875,131.421875,130.671875,130.921875,130.921875,8456
130.875,131.234375,130.703125,131.078125,131.078125,7912
131.046875,131.375,130.78125,131.09375,131.09375,3295
131.125,131.59375,130.96875,131.515625,131.515625,4719
131.46875,131.546875,131.171875,131.296875,131.296875,4976
131.34375,131.40625,130.9375,131.15625,131.15625,4319
131.203125,131.765625,131.140625,131.765625,131.765625,3297
131.71875,132.0625,131.71875,131.828125,131.828125,1109
131.984375,132.1875,131.765625,131.828125,131.828125,1598
131.828125,131.90625,131.171875,131.21875,131.21875,1027368
130.75,130.890625,130.53125,130.734375,130.734375,760008
130.734375,130.8125,130.46875,130.546875,130.546875,557414
130.5,130.671875,130.40625,130.5625,130.5625,471863
130.59375,130.765625,130.515625,130.609375,130.609375,550228
130.625,130.734375,130.09375,130.21875,130.21875,971676
130.1875,130.5,130.171875,130.40625,130.40625,810924
130.4375,130.578125,130.3125,130.46875,130.46875,759832
130.328125,130.34375,129.390625,129.4375,129.4375,1428084
129.5,129.59375,129.125,129.28125,129.28125,1703196
129.390625,129.4375,128.796875,128.84375,128.84375,1696842
128.84375,129.0,128.4375,128.53125,128.53125,1793082
128.625,128.75,128.03125,128.296875,128.296875,1964516
128.328125,128.375,127.9375,128.140625,128.140625,1564056
128.265625,128.46875,128.03125,128.390625,128.390625,1676788
128.46875,128.703125,128.328125,128.578125,128.578125,1518137
128.375,128.84375,128.25,128.71875,128.71875,1330020
128.75,128.796875,128.03125,128.1875,128.1875,1628936
128.03125,128.046875,127.25,127.375,127.375,2515636
127.296875,127.734375,127.0625,127.671875,127.671875,1962013
127.34375,127.953125,127.25,127.703125,127.703125,1482619
127.90625,128.5,127.875,128.3125,128.3125,2108462
128.21875,128.703125,127.984375,128.515625,128.515625,2158245
128.203125,128.53125,128.03125,128.125,128.125,1738476
128.203125,128.265625,127.203125,127.515625,127.515625,1963794
127.34375,127.875,127.28125,127.65625,127.65625,2216921
127.671875,128.03125,127.328125,127.953125,127.953125,1887669
127.90625,128.046875,127.671875,127.96875,127.96875,1853973
128.015625,128.359375,127.6875,127.875,127.875,1703462
127.875,128.296875,127.765625,128.125,128.125,1358564
128.03125,128.234375,127.5,127.640625,127.640625,1654216
127.578125,127.75,126.734375,126.765625,126.765625,2145743
126.84375,127.03125,126.703125,126.90625,126.90625,1278721
126.890625,126.921875,126.46875,126.578125,126.578125,1564968
126.484375,126.921875,126.421875,126.75,126.75,1684111
126.640625,126.8125,125.546875,125.796875,125.796875,3162240
125.75,126.734375,125.59375,126.390625,126.390625,3004129
126.515625,126.796875,125.78125,125.984375,125.984375,2318254
126.03125,126.203125,125.578125,125.734375,125.734375,1816955
125.703125,126.03125,125.640625,125.8125,125.8125,1812339
125.796875,126.484375,125.78125,126.421875,126.421875,2028872
126.484375,126.796875,126.21875,126.671875,126.671875,1757647
126.796875,127.28125,126.375,126.46875,126.46875,4427866
126.515625,126.609375,126.09375,126.28125,126.28125,3837304
126.1875,127.390625,126.1875,126.46875,126.46875,3766786
126.453125,126.671875,126.0,126.25,126.25,829641
126.984375,127.59375,126.8125,127.453125,127.453125,142954
127.5,128.953125,127.234375,128.71875,128.71875,113466
128.453125,128.859375,127.078125,127.3125,127.3125,47423
127.375,127.703125,127.15625,127.5625,127.5625,29591
127.546875,128.828125,127.546875,128.53125,128.53125,17361
128.734375,129.0625,127.828125,128.078125,128.078125,13565
127.953125,128.046875,127.140625,127.171875,127.171875,8898
127.375,127.46875,126.578125,126.59375,126.59375,4903
126.65625,126.828125,126.046875,126.09375,126.09375,7195
126.40625,126.46875,125.953125,126.015625,126.015625,1262
126.203125,126.203125,124.890625,124.953125,124.953125,2053
124.9375,125.484375,124.8125,124.8125,124.8125,3928
124.9375,125.34375,124.046875,124.453125,124.453125,3439
124.75,125.03125,124.453125,124.515625,124.515625,623
124.671875,125.03125,124.65625,124.8125,124.8125,892
124.84375,124.84375,123.390625,123.4375,123.4375,904
123.5,123.75,122.921875,122.921875,122.921875,1600511
122.640625,123.375,122.375,123.140625,123.140625,1632991
123.296875,123.3125,122.515625,122.921875,122.921875,1435544
122.6875,122.9375,121.5,121.546875,121.546875,1825165
121.671875,122.1875,120.953125,121.703125,121.703125,1775927
121.75,122.4375,121.09375,122.328125,122.328125,2067157
122.328125,122.828125,122.015625,122.625,122.625,1760127
122.703125,123.125,122.578125,122.875,122.875,2192637
122.65625,122.671875,121.75,122.234375,122.234375,1923816
122.078125,122.390625,121.84375,122.09375,122.09375,1216702
122.140625,122.3125,120.796875,120.921875,120.921875,1769170
120.9375,121.046875,120.171875,120.6875,120.6875,2146915
120.765625,121.203125,120.390625,120.546875,120.546875,1743647
120.46875,120.71875,119.90625,120.125,120.125,1477697
120.0,120.09375,119.53125,119.75,119.75,1441742
119.71875,120.8125,119.328125,120.5,120.5,2176907
120.421875,121.21875,119.96875,120.796875,120.796875,1835432
120.671875,121.28125,119.703125,119.9375,119.9375,1780161
119.796875,120.015625,119.359375,119.640625,119.640625,889306
119.609375,119.828125,118.84375,119.109375,119.109375,1602021
118.921875,119.640625,118.609375,119.5,119.5,1770234
119.515625,119.5625,118.4375,118.75,118.75,1597287
118.71875,119.140625,118.25,118.9375,118.9375,1541396
118.953125,120.1875,118.828125,119.609375,119.609375,1800272
119.53125,120.5,119.234375,120.046875,120.046875,1562018
120.4375,120.578125,119.59375,119.796875,119.796875,1599187
119.6875,120.03125,119.203125,119.359375,119.359375,1938440
119.65625,119.75,118.75,119.15625,119.15625,2139536
118.75,119.0625,118.21875,118.34375,118.34375,1282256
118.390625,118.9375,118.140625,118.515625,118.515625,1389133
118.375,119.203125,118.140625,119.15625,119.15625,1775883
118.921875,119.296875,117.8125,118.0625,118.0625,2047770
118.1875,118.296875,117.578125,117.796875,117.796875,1750115
117.625,118.609375,117.265625,118.1875,118.1875,1713326
118.453125,119.1875,118.25,118.78125,118.78125,1812986
118.765625,119.40625,118.109375,119.265625,119.265625,2222622
119.1875,120.015625,119.140625,120.0,120.0,1997731
119.71875,119.734375,119.09375,119.171875,119.171875,1200488
119.203125,119.859375,119.046875,119.671875,119.671875,1165327
119.671875,119.75,118.65625,118.859375,118.859375,1395521
118.71875,119.53125,118.5,119.4375,119.4375,1740614
119.421875,120.3125,119.1875,119.703125,119.703125,2264358
119.828125,120.265625,119.5,120.125,120.125,1496733
120.109375,120.109375,119.484375,119.578125,119.578125,1634748
119.65625,120.6875,119.5625,120.375,120.375,3479511
120.40625,120.8125,120.296875,120.59375,120.59375,3366992
120.59375,120.96875,120.3125,120.59375,120.59375,1859472
120.609375,120.84375,120.4375,120.484375,120.484375,644383
120.515625,120.578125,119.578125,119.84375,119.84375,144727
119.796875,119.875,118.921875,119.046875,119.046875,54580
119.203125,119.359375,119.0,119.28125,119.28125,24637
119.265625,119.359375,118.84375,119.046875,119.046875,16495
119.125,119.234375,118.421875,118.453125,118.453125,17276
118.453125,119.046875,118.234375,118.953125,118.953125,7173
118.890625,118.890625,118.5,118.609375,118.609375,6252
118.546875,118.734375,118.25,118.421875,118.421875,3176
118.453125,118.625,117.25,117.3125,117.3125,6902
117.03125,117.09375,115.25,115.796875,115.796875,7455
115.875,116.640625,114.96875,114.96875,114.96875,2242
114.9375,116.390625,114.9375,115.6875,115.6875,3367
115.859375,116.34375,115.15625,116.34375,116.34375,1857
116.75,117.046875,116.25,116.6875,116.6875,720
116.78125,117.21875,116.1875,116.34375,116.34375,1274461
115.921875,117.1875,115.890625,116.953125,116.953125,1702409
116.875,118.25,116.796875,117.65625,117.65625,2222245
117.53125,118.0,117.21875,117.34375,117.34375,1330462
117.265625,117.40625,116.578125,116.8125,116.8125,1191859
116.75,117.03125,116.34375,116.703125,116.703125,1280037
116.890625,117.59375,116.828125,117.515625,117.515625,1235032
117.546875,118.5625,117.4375,118.53125,118.53125,1849397
118.28125,120.125,118.1875,119.265625,119.265625,1991276
119.46875,120.21875,118.71875,119.921875,119.921875,1761880
119.890625,120.515625,118.84375,119.046875,119.046875,1618742
118.859375,119.15625,118.1875,118.265625,118.265625,1401151
118.359375,118.625,117.5625,117.625,117.625,1354657
117.6875,118.59375,117.578125,118.375,118.375,1098384
118.296875,119.09375,118.296875,118.65625,118.65625,1473376
118.546875,119.1875,117.75,118.921875,118.921875,2141891
118.78125,118.9375,117.890625,118.5,118.5,1657510
118.421875,119.0,118.359375,118.640625,118.640625,1206554
118.65625,118.921875,118.0,118.46875,118.46875,934835
118.1875,118.484375,117.859375,117.96875,117.96875,1036276
117.90625,118.546875,117.734375,117.78125,117.78125,1151592
117.8125,119.203125,117.453125,118.90625,118.90625,1814052
119.125,120.34375,118.9375,119.890625,119.890625,1799046
120.0625,120.078125,119.484375,119.65625,119.65625,1031506
119.828125,120.484375,119.671875,119.859375,119.859375,1126477
119.71875,120.484375,119.609375,120.421875,120.421875,1309166
120.0,121.265625,119.734375,120.984375,120.984375,1861248
120.96875,121.390625,120.53125,121.140625,121.140625,1992752
121.0625,121.625,120.84375,121.359375,121.359375,1352861
121.609375,122.0625,119.984375,120.125,120.125,1984438
120.125,120.5,119.328125,120.09375,120.09375,1860557
120.375,120.90625,120.09375,120.734375,120.734375,1335255
120.609375,120.765625,119.234375,119.375,119.375,1540474
119.3125,120.015625,119.265625,119.859375,119.859375,973724
119.875,119.96875,119.390625,119.484375,119.484375,961364
119.5625,120.6875,119.34375,119.75,119.75,1694075
119.765625,120.234375,118.96875,119.09375,119.09375,1468557
119.0625,119.46875,118.953125,119.265625,119.265625,1105804
119.34375,119.96875,119.140625,119.703125,119.703125,970926
119.78125,119.890625,119.125,119.390625,119.390625,967317
119.40625,119.453125,118.546875,118.765625,118.765625,1254160
118.71875,119.234375,118.5625,118.84375,118.84375,1155689
118.890625,118.921875,118.03125,118.109375,118.109375,1173347
118.25,118.4375,117.671875,117.71875,117.71875,1321186
117.84375,118.21875,117.453125,117.625,117.625,1884881
117.6875,117.90625,117.109375,117.25,117.25,2864145
117.21875,117.8125,117.109375,117.78125,117.78125,2847872
117.796875,117.921875,117.296875,117.578125,117.578125,2032906
117.453125,117.453125,116.828125,117.03125,117.03125,1033735
117.046875,117.453125,116.703125,117.0,117.0,517092
117.03125,117.171875,116.375,116.875,116.875,143296
116.4375,116.53125,115.71875,115.984375,115.984375,69501
115.9375,116.796875,115.875,116.65625,116.65625,39999
116.53125,116.84375,115.5,115.609375,115.609375,33570
115.578125,116.234375,115.453125,116.171875,116.171875,13056
116.15625,116.703125,115.734375,115.96875,115.96875,13342
115.765625,116.328125,115.671875,115.734375,115.734375,4911
115.765625,116.140625,115.515625,115.59375,115.59375,9642
115.78125,116.09375,114.71875,114.921875,114.921875,10484
114.921875,115.171875,114.546875,114.953125,114.953125,3772
114.875,114.875,114.46875,114.484375,114.484375,4011
114.5625,114.921875,114.34375,114.75,114.75,4915
114.71875,114.71875,114.296875,114.359375,114.359375,956
114.5,114.5,113.75,113.84375,113.84375,2478
113.921875,114.078125,113.625,113.625,113.625,1791263
113.90625,114.0,112.671875,112.75,112.75,2281428
112.703125,112.953125,111.78125,112.625,112.625,2155629
112.703125,112.703125,111.015625,111.359375,111.359375,2126534
111.0625,112.046875,110.6875,110.890625,110.890625,2340232
111.015625,112.9375,110.59375,112.859375,112.859375,2908370
112.625,112.65625,111.640625,112.453125,112.453125,1953819
112.09375,112.890625,111.734375,112.0625,112.0625,2037126
111.828125,113.859375,111.796875,113.203125,113.203125,1869420
113.234375,113.9375,113.171875,113.5,113.5,1769493
113.296875,113.53125,112.265625,112.53125,112.53125,1611470
112.546875,112.703125,111.84375,111.9375,111.9375,1481654
111.90625,111.96875,111.1875,111.484375,111.484375,1333196
111.4375,111.671875,110.703125,111.015625,111.015625,472366
111.09375,111.6875,110.671875,111.140625,111.140625,1640605
111.0625,111.640625,110.9375,111.484375,111.484375,1395612
111.515625,111.890625,110.0625,111.015625,111.015625,2273852
111.046875,111.71875,110.4375,110.59375,110.59375,1731123
